804f92a | 804f94d | _GLOBAL__sub_I_llvm_diff.cpp | _GLOBAL__sub_I_llvm_diff.cpp | inline=NO
810b20e | 810b246 | _ZN4llvm25SmallVectorTemplateCommonIcvE15assertSafeToAddEPKvj | assertSafeToAdd | inline=NO
805319e | 80531c8 | _ZN4llvm15SmallVectorBaseIjEC2EPvj | SmallVectorBase | inline=NO
813e936 | 813e970 | _ZN4llvm21StringMapEntryStorageIPNS_5ValueEEC2IJS2_EEEjDpOT_ | StringMapEntryStorage<llvm::Value*> | inline=NO
805975e | 805980d | _ZN4llvm18StringMapEntryBase15allocateWithKeyINS_15MallocAllocatorEEEPvjjNS_9StringRefERT_ | allocateWithKey<llvm::MallocAllocator> | inline=NO
813e8f6 | 813e934 | _ZNSt4pairIN4llvm17StringMapIteratorIPNS0_5ValueEEEbEC2IS4_bLb1EEEOT_OT0_ | pair<llvm::StringMapIterator<llvm::Value*>, bool> | inline=NO
813e8e4 | 813e8f5 | _ZSt7forwardIN4llvm17StringMapIteratorIPNS0_5ValueEEEEOT_RNSt16remove_referenceIS5_E4typeE | forward<llvm::StringMapIterator<llvm::Value*> > | inline=NO
80d6ff0 | 80d7001 | _ZN4llvm13simplify_typeIPNS_5ValueEE18getSimplifiedValueERS2_ | getSimplifiedValue | inline=NO
8108763 | 810879b | _ZN4llvm23SmallVectorTemplateBaseIcLb1EE18uninitialized_copyIKccEEvPT_S5_PT0_PNSt9enable_ifIXsrSt7is_sameINSt12remove_constIS4_E4typeES6_E5valueEvE4typeE | uninitialized_copy<char const, char> | inline=NO
8108710 | 8108762 | _ZN4llvm25SmallVectorTemplateCommonIcvE20assertSafeToAddRangeEPKcS3_ | assertSafeToAddRange | inline=NO
810acf2 | 810ad29 | _ZN4llvm25SmallVectorTemplateCommonIcvEC2Ej | SmallVectorTemplateCommon | inline=NO
810acdc | 810acf0 | _ZNK4llvm25SmallVectorTemplateCommonIcvE10getFirstElEv | getFirstEl | inline=NO
810b0d8 | 810b11f | _ZN4llvm11isa_impl_clINS_11GlobalValueEPKNS_5ValueEE4doitES4_ | doit | inline=NO
808b26a | 808b27e | _ZSt10__distanceIPKcENSt15iterator_traitsIT_E15difference_typeES3_S3_St26random_access_iterator_tag | __distance<char const*> | inline=NO
808b255 | 808b269 | _ZSt19__iterator_categoryIPKcENSt15iterator_traitsIT_E17iterator_categoryERKS3_ | __iterator_category<char const*> | inline=NO
813e86f | 813e8e3 | _ZN4llvm14StringMapEntryIPNS_5ValueEE6CreateINS_15MallocAllocatorEJS2_EEEPS3_NS_9StringRefERT_DpOT0_ | Create<llvm::MallocAllocator, llvm::Value*> | inline=NO
813e846 | 813e86e | _ZN4llvm14StringMapEntryIPNS_5ValueEECI2NS_21StringMapEntryStorageIS2_EEIJS2_EEEjDpOT_ | StringMapEntry<llvm::Value*> | inline=NO
813c262 | 813c273 | _ZSt7forwardIPN4llvm5ValueEEOT_RNSt16remove_referenceIS3_E4typeE | forward<llvm::Value*> | inline=NO
813e7fc | 813e844 | _ZSt9make_pairIN4llvm17StringMapIteratorIPNS0_5ValueEEEbESt4pairINSt25__strip_reference_wrapperINSt5decayIT_E4typeEE6__typeENS6_INS7_IT0_E4typeEE6__typeEEOS8_OSD_ | make_pair<llvm::StringMapIterator<llvm::Value*>, bool> | inline=NO
810596e | 810598a | _ZN4llvm16cast_convert_valINS_11GlobalValueEPNS_5ValueES3_E4doitERKS3_ | doit | inline=NO
8108698 | 81086c9 | _ZN4llvm13isa_impl_wrapINS_11GlobalValueEKPNS_5ValueEPKS2_E4doitERS4_ | doit | inline=NO
811bfb6 | 811c045 | _ZN4llvm15SmallVectorImplIcE8truncateEj | truncate | inline=NO
80cb786 | 80cb7a7 | _ZN4llvm13simplify_typeIKPNS_5ValueEE18getSimplifiedValueERS3_ | getSimplifiedValue | inline=NO
8051376 | 80513c5 | _ZN4llvm15SmallVectorBaseIjE8set_sizeEj | set_size | inline=NO
81059ae | 8105a54 | _ZN4llvm15SmallVectorImplIcE6appendIPKcvEEvT_S5_ | append<char const*> | inline=NO
8107eaa | 8107ed7 | _ZNK4llvm25SmallVectorTemplateCommonIcvE7isSmallEv | isSmall | inline=NO
8107f12 | 8107f36 | _ZN4llvm23SmallVectorTemplateBaseIcLb1EEC2Ej | SmallVectorTemplateBase | inline=NO
8107ed8 | 8107f10 | _ZN4llvm25SmallVectorTemplateCommonIcvE8grow_podEjj | grow_pod | inline=NO
8108481 | 81084a3 | _ZN4llvm13isa_impl_wrapINS_11GlobalValueEPKNS_5ValueES4_E4doitERKS4_ | doit | inline=NO
810865e | 8108697 | _ZN4llvm17StringMapIterBaseINS_22StringMapConstIteratorIPNS_5ValueEEEKNS_14StringMapEntryIS3_EEEC2EPPNS_18StringMapEntryBaseEb | StringMapIterBase | inline=NO
813e7c2 | 813e7fb | _ZN4llvm17StringMapIterBaseINS_17StringMapIteratorIPNS_5ValueEEENS_14StringMapEntryIS3_EEEC2EPPNS_18StringMapEntryBaseEb | StringMapIterBase | inline=NO
80cb52c | 80cb54b | _ZN4llvm11isa_impl_clINS_11GlobalIFuncEKNS_5ValueEE4doitERS3_ | doit | inline=NO
80cb50c | 80cb52b | _ZN4llvm11isa_impl_clINS_8FunctionEKNS_5ValueEE4doitERS3_ | doit | inline=NO
80cb4ec | 80cb50b | _ZN4llvm11isa_impl_clINS_14GlobalVariableEKNS_5ValueEE4doitERS3_ | doit | inline=NO
8108461 | 8108480 | _ZN4llvm11isa_impl_clINS_11GlobalAliasEKNS_5ValueEE4doitERS3_ | doit | inline=NO
8108441 | 8108460 | _ZN4llvm11isa_impl_clINS_12GlobalObjectEKNS_5ValueEE4doitERS3_ | doit | inline=NO
807abf6 | 807ac31 | _ZSt8distanceIPKcENSt15iterator_traitsIT_E15difference_typeES3_S3_ | distance<char const*> | inline=NO
810b1bc | 810b20d | _ZN4llvm17StringMapIterBaseINS_22StringMapConstIteratorIPNS_5ValueEEEKNS_14StringMapEntryIS3_EEE23AdvancePastEmptyBucketsEv | AdvancePastEmptyBuckets | inline=NO
8108603 | 8108620 | _ZN4llvmeqERKNS_22StringMapConstIteratorIPNS_5ValueEEES5_ | operator== | inline=NO
813e77e | 813e7c1 | _ZNSt4pairIN4llvm9StringRefEPNS0_5ValueEEC2IRS1_RS3_Lb1EEEOT_OT0_ | pair<llvm::StringRef&, llvm::Value*&> | inline=NO
8057ee2 | 8057ef3 | _ZSt7forwardIRN4llvm9StringRefEEOT_RNSt16remove_referenceIS3_E4typeE | forward<llvm::StringRef&> | inline=NO
813e742 | 813e77d | _ZN4llvm11SmallVectorIcLj256EEC2IPKcvEET_S5_ | SmallVector<char const*> | inline=NO
81358a6 | 81358ef | _ZNK4llvm14StringMapEntryIPNS_5ValueEE6getKeyEv | getKey | inline=NO
813e5b4 | 813e741 | _ZN4llvm9StringMapIPNS_5ValueENS_15MallocAllocatorEE11try_emplaceIJS2_EEESt4pairINS_17StringMapIteratorIS2_EEbENS_9StringRefEDpOT_ | try_emplace<llvm::Value*> | inline=NO
80f5c01 | 80f5c12 | _ZSt4moveIRPN4llvm5ValueEEONSt16remove_referenceIT_E4typeEOS5_ | move<llvm::Value*&> | inline=NO
813e570 | 813e5b3 | _ZNSt4pairIN4llvm9StringRefEPNS0_5ValueEEC2IS1_RS3_Lb1EEEOT_OT0_ | pair<llvm::StringRef, llvm::Value*&> | inline=NO
813e55e | 813e56f | _ZSt7forwardIRPN4llvm5ValueEEOT_RNSt16remove_referenceIS4_E4typeE | forward<llvm::Value*&> | inline=NO
8102064 | 81020bc | _ZN4llvm4castINS_11GlobalValueENS_5ValueEEENS_10cast_rettyIT_PT0_E8ret_typeES6_ | cast<llvm::GlobalValue, llvm::Value> | inline=NO
810594e | 810596d | _ZN4llvm3isaINS_11GlobalValueEPNS_5ValueEEEbRKT0_ | isa<llvm::GlobalValue, llvm::Value*> | inline=NO
811b662 | 811b72d | _ZN4llvm15SmallVectorImplIcE10resizeImplILb0EEEvj | resizeImpl<false> | inline=NO
813e50c | 813e55d | _ZN4llvm17StringMapIterBaseINS_17StringMapIteratorIPNS_5ValueEEENS_14StringMapEntryIS3_EEE23AdvancePastEmptyBucketsEv | AdvancePastEmptyBuckets | inline=NO
813e4ee | 813e50b | _ZN4llvmeqERKNS_17StringMapIteratorIPNS_5ValueEEES5_ | operator== | inline=NO
80579db | 80579ec | _ZSt7forwardIbEOT_RNSt16remove_referenceIS0_E4typeE | forward<bool> | inline=NO
8104723 | 8104732 | _ZN4llvm23SmallVectorTemplateBaseIcLb1EE13destroy_rangeEPcS2_ | destroy_range | inline=NO
81046ec | 8104722 | _ZN4llvm25SmallVectorTemplateCommonIcvE3endEv | end | inline=NO
810468e | 81046d6 | _ZN4llvm15SmallVectorImplIcED2Ev | ~SmallVectorImpl | inline=NO
8104770 | 8104794 | _ZN4llvm15SmallVectorImplIcEC2Ej | SmallVectorImpl | inline=NO
8104748 | 810476e | _ZN4llvm23SmallVectorTemplateBaseIcLb1EE4growEj | grow | inline=NO
80513c6 | 80513da | _ZNK4llvm15SmallVectorBaseIjE8capacityEv | capacity | inline=NO
81046d8 | 81046eb | _ZN4llvm25SmallVectorTemplateCommonIcvE5beginEv | begin | inline=NO
8104734 | 8104747 | _ZNK4llvm25SmallVectorTemplateCommonIcvE5beginEv | begin | inline=NO
810591e | 810594d | _ZN4llvm22StringMapConstIteratorIPNS_5ValueEEC2EPPNS_18StringMapEntryBaseEb | StringMapConstIterator | inline=NO
813e4be | 813e4ed | _ZN4llvm17StringMapIteratorIPNS_5ValueEEC2EPPNS_18StringMapEntryBaseEb | StringMapIterator | inline=NO
80c2790 | 80c27af | _ZN4llvm13isa_impl_wrapINS_11GlobalIFuncEKNS_5ValueES3_E4doitERS3_ | doit | inline=NO
80c2770 | 80c278f | _ZN4llvm13isa_impl_wrapINS_8FunctionEKNS_5ValueES3_E4doitERS3_ | doit | inline=NO
80c2750 | 80c276f | _ZN4llvm13isa_impl_wrapINS_14GlobalVariableEKNS_5ValueES3_E4doitERS3_ | doit | inline=NO
8105227 | 8105246 | _ZN4llvm13isa_impl_wrapINS_11GlobalAliasEKNS_5ValueES3_E4doitERS3_ | doit | inline=NO
8105207 | 8105226 | _ZN4llvm13isa_impl_wrapINS_12GlobalObjectEKNS_5ValueES3_E4doitERS3_ | doit | inline=NO
8051363 | 8051374 | _ZSt7forwardIN4llvm9StringRefEEOT_RNSt16remove_referenceIS2_E4typeE | forward<llvm::StringRef> | inline=NO
8108622 | 8108637 | _ZNK4llvm22StringMapConstIteratorIPNS_5ValueEEdeEv | operator* | inline=NO
813e48e | 813e4bd | _ZN4llvm17StringMapIterBaseINS_22StringMapConstIteratorIPNS_5ValueEEEKNS_14StringMapEntryIS3_EEEppEv | operator++ | inline=NO
81058b0 | 81058d5 | _ZNK4llvm20iterator_facade_baseINS_22StringMapConstIteratorIPNS_5ValueEEESt20forward_iterator_tagKNS_14StringMapEntryIS3_EEiPS8_RS8_EneERKS4_ | operator!= | inline=NO
813e445 | 813e48d | _ZSt9make_pairIRN4llvm9StringRefERPNS0_5ValueEESt4pairINSt25__strip_reference_wrapperINSt5decayIT_E4typeEE6__typeENS7_INS8_IT0_E4typeEE6__typeEEOS9_OSE_ | make_pair<llvm::StringRef&, llvm::Value*&> | inline=NO
813e41a | 813e444 | _ZN4llvm9StringMapIPNS_5ValueENS_15MallocAllocatorEE6removeEPNS_14StringMapEntryIS2_EE | remove | inline=NO
8134f34 | 8134f6e | _ZN4llvm14StringMapEntryIPNS_5ValueEE7DestroyINS_15MallocAllocatorEEEvRT_ | Destroy<llvm::MallocAllocator> | inline=NO
8102156 | 81021a8 | _ZN4llvm11SmallVectorIcLj256EED2Ev | ~SmallVector | inline=NO
813e3f2 | 813e419 | _ZN4llvm11SmallStringILj256EEC2IPKcEET_S5_ | SmallString<char const*> | inline=NO
813e2e6 | 813e3f0 | _ZN4llvm9StringMapIPNS_5ValueENS_15MallocAllocatorEE6insertEPNS_14StringMapEntryIS2_EE | insert | inline=NO
813e2a2 | 813e2e4 | _ZN4llvm9StringMapIPNS_5ValueENS_15MallocAllocatorEE6insertESt4pairINS_9StringRefES2_E | insert | inline=NO
813e259 | 813e2a1 | _ZSt9make_pairIN4llvm9StringRefERPNS0_5ValueEESt4pairINSt25__strip_reference_wrapperINSt5decayIT_E4typeEE6__typeENS6_INS7_IT0_E4typeEE6__typeEEOS8_OSD_ | make_pair<llvm::StringRef, llvm::Value*&> | inline=NO
813e20e | 813e258 | _ZNK4llvm11SmallStringILj256EE3strEv | str | inline=NO
81355de | 8135618 | _ZN4llvm8dyn_castINS_11GlobalValueENS_5ValueEEENS_10cast_rettyIT_PT0_E8ret_typeES6_ | dyn_cast<llvm::GlobalValue, llvm::Value> | inline=NO
811a370 | 811a393 | _ZN4llvm15SmallVectorImplIcE6resizeEj | resize | inline=NO
8137ee8 | 8137efc | _ZNK4llvm14StringMapEntryIPNS_5ValueEE10getKeyDataEv | getKeyData | inline=NO
813e1f8 | 813e20c | _ZNK4llvm21StringMapEntryStorageIPNS_5ValueEE8getValueEv | getValue | inline=NO
813e1e2 | 813e1f7 | _ZNK4llvm17StringMapIteratorIPNS_5ValueEEdeEv | operator* | inline=NO
813e1b2 | 813e1e1 | _ZN4llvm17StringMapIterBaseINS_17StringMapIteratorIPNS_5ValueEEENS_14StringMapEntryIS3_EEEppEv | operator++ | inline=NO
813e18c | 813e1b1 | _ZNK4llvm20iterator_facade_baseINS_17StringMapIteratorIPNS_5ValueEEESt20forward_iterator_tagNS_14StringMapEntryIS3_EEiPS7_RS7_EneERKS4_ | operator!= | inline=NO
81013d0 | 810140d | _ZN4llvm15SmallVectorImplIcE7reserveEj | reserve | inline=NO
80507b6 | 80507ca | _ZNK4llvm15SmallVectorBaseIjE4sizeEv | size | inline=NO
8101390 | 81013af | _ZNK4llvm25SmallVectorTemplateCommonIcvE4dataEv | data | inline=NO
810202c | 8102063 | _ZNK4llvm9StringMapIPNS_5ValueENS_15MallocAllocatorEE3endEv | end | inline=NO
813e154 | 813e18b | _ZN4llvm9StringMapIPNS_5ValueENS_15MallocAllocatorEE3endEv | end | inline=NO
813e11a | 813e153 | _ZNK4llvm9StringMapIPNS_5ValueENS_15MallocAllocatorEE5beginEv | begin | inline=NO
813e0e0 | 813e119 | _ZN4llvm9StringMapIPNS_5ValueENS_15MallocAllocatorEE5beginEv | begin | inline=NO
813e03c | 813e0df | _ZN4llvm9StringMapIPNS_5ValueENS_15MallocAllocatorEED2Ev | ~StringMap | inline=NO
80b86bc | 80b86db | _ZN4llvm3isaINS_11GlobalIFuncENS_5ValueEEEbRKT0_ | isa<llvm::GlobalIFunc, llvm::Value> | inline=NO
80b869c | 80b86bb | _ZN4llvm3isaINS_8FunctionENS_5ValueEEEbRKT0_ | isa<llvm::Function, llvm::Value> | inline=NO
80b867c | 80b869b | _ZN4llvm3isaINS_14GlobalVariableENS_5ValueEEEbRKT0_ | isa<llvm::GlobalVariable, llvm::Value> | inline=NO
81016f9 | 8101718 | _ZN4llvm3isaINS_11GlobalAliasENS_5ValueEEEbRKT0_ | isa<llvm::GlobalAlias, llvm::Value> | inline=NO
81016d9 | 81016f8 | _ZN4llvm3isaINS_12GlobalObjectENS_5ValueEEEbRKT0_ | isa<llvm::GlobalObject, llvm::Value> | inline=NO
8050791 | 80507b5 | _ZSt3maxIjERKT_S2_S2_ | max<unsigned int> | inline=NO
805076c | 8050790 | _ZSt3minIjERKT_S2_S2_ | min<unsigned int> | inline=NO
813de50 | 813dee9 | _ZNK4llvm16ValueSymbolTable4dumpEv | dump | inline=NO
813dd04 | 813de4e | _ZN4llvm16ValueSymbolTable15createValueNameENS_9StringRefEPNS_5ValueE | createValueName | inline=NO
813dcde | 813dd02 | _ZN4llvm16ValueSymbolTable15removeValueNameEPNS_14StringMapEntryIPNS_5ValueEEE | removeValueName | inline=NO
813dbb2 | 813dcdd | _ZN4llvm16ValueSymbolTable13reinsertValueEPNS_5ValueE | reinsertValue | inline=NO
80ffb08 | 80ffb29 | _ZN4llvm11SmallStringILj256EED2Ev | ~SmallString | inline=NO
813d9d0 | 813dbb0 | _ZN4llvm16ValueSymbolTable14makeUniqueNameEPNS_5ValueERNS_11SmallStringILj256EEE | makeUniqueName | inline=NO
813e014 | 813e03b | _ZN4llvm6TripleD2Ev | ~Triple | inline=NO
813d884 | 813d9cf | _ZN4llvm16ValueSymbolTableD2Ev | ~ValueSymbolTable | inline=NO
813dffc | 813e012 | _ZNK4llvm6Module15getTargetTripleB5cxx11Ev | getTargetTriple | inline=NO
80feef0 | 80fef04 | _ZN4llvm11GlobalValue9getParentEv | getParent | inline=NO
8131c16 | 8131c42 | _ZN4llvmlsERNS_11raw_ostreamERKNS_4TypeE | operator<< | inline=NO
81184da | 811850e | _ZN4llvm19raw_svector_ostreamD0Ev | ~raw_svector_ostream | inline=NO
81184aa | 81184d9 | _ZN4llvm19raw_svector_ostreamD2Ev | ~raw_svector_ostream | inline=NO
8118406 | 8118456 | _ZN4llvm19raw_svector_ostreamC2ERNS_15SmallVectorImplIcEE | raw_svector_ostream | inline=NO
81183d0 | 8118404 | _ZN4llvm17raw_pwrite_streamD0Ev | ~raw_pwrite_stream | inline=NO
811839a | 81183cf | _ZN4llvm17raw_pwrite_streamD2Ev | ~raw_pwrite_stream | inline=NO
8118356 | 8118398 | _ZN4llvm17raw_pwrite_streamC2EbNS_11raw_ostream11OStreamKindE | raw_pwrite_stream | inline=NO
81133ac | 81133d4 | _ZN4llvm11raw_ostreamlsEj | operator<< | inline=NO
804fd9c | 804fdd3 | _ZN4llvm11raw_ostreamlsEPKc | operator<< | inline=NO
804fcfc | 804fd9b | _ZN4llvm11raw_ostreamlsENS_9StringRefE | operator<< | inline=NO
809823e | 8098274 | _ZN4llvm11raw_ostream5flushEv | flush | inline=NO
8098206 | 809823c | _ZN4llvm11raw_ostream13SetUnbufferedEv | SetUnbuffered | inline=NO
809818a | 8098204 | _ZN4llvm11raw_ostreamC2EbNS0_11OStreamKindE | raw_ostream | inline=NO
813dfb8 | 813dffb | _ZNK4llvm6Triple7isNVPTXEv | isNVPTX | inline=NO
813dfa2 | 813dfb6 | _ZNK4llvm6Triple7getArchEv | getArch | inline=NO
813df42 | 813dfa1 | _ZN4llvm5TwineC2ERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE | Twine | inline=NO
80fe56e | 80fe583 | _ZNK4llvm5Twine10getRHSKindEv | getRHSKind | inline=NO
80fe558 | 80fe56d | _ZNK4llvm5Twine10getLHSKindEv | getLHSKind | inline=NO
80fe420 | 80fe556 | _ZNK4llvm5Twine7isValidEv | isValid | inline=NO
80fe3de | 80fe41f | _ZNK4llvm5Twine8isBinaryEv | isBinary | inline=NO
80fe356 | 80fe397 | _ZNK4llvm5Twine9isNullaryEv | isNullary | inline=NO
80fe330 | 80fe354 | _ZNK4llvm5Twine7isEmptyEv | isEmpty | inline=NO
80fe30a | 80fe32e | _ZNK4llvm5Twine6isNullEv | isNull | inline=NO
813df16 | 813df40 | _ZNK4llvm16ValueSymbolTable3endEv | end | inline=NO
813deea | 813df14 | _ZNK4llvm16ValueSymbolTable5beginEv | begin | inline=NO
80ad2f1 | 80ad344 | _ZN4llvm8isa_implINS_12GlobalObjectENS_5ValueEvE4doitERKS2_ | doit | inline=NO
80feb86 | 80febc7 | _ZN4llvm8isa_implINS_11GlobalValueENS_5ValueEvE4doitERKS2_ | doit | inline=NO
80ad2cb | 80ad2f0 | _ZN4llvm8isa_implINS_11GlobalIFuncENS_5ValueEvE4doitERKS2_ | doit | inline=NO
80feb60 | 80feb85 | _ZN4llvm8isa_implINS_11GlobalAliasENS_5ValueEvE4doitERKS2_ | doit | inline=NO
80ad2a5 | 80ad2ca | _ZN4llvm8isa_implINS_14GlobalVariableENS_5ValueEvE4doitERKS2_ | doit | inline=NO
80ad280 | 80ad2a4 | _ZN4llvm8isa_implINS_8FunctionENS_5ValueEvE4doitERKS2_ | doit | inline=NO
806088e | 80608a6 | _ZNK4llvm5Value10getValueIDEv | getValueID | inline=NO
80feb1c | 80feb39 | _ZNK4llvm5Value7hasNameEv | hasName | inline=NO
80ad1dc | 80ad1ef | _ZNK4llvm5Value7getTypeEv | getType | inline=NO
804ff6a | 804ff83 | _ZNK4llvm13StringMapImpl5emptyEv | empty | inline=NO
804ff56 | 804ff69 | _ZN4llvm13StringMapImpl15getTombstoneValEv | getTombstoneVal | inline=NO
804fee8 | 804ff14 | _ZN4llvm15MallocAllocator10DeallocateEPKvjj | Deallocate | inline=NO
80563f8 | 8056420 | _ZN4llvm15MallocAllocator8AllocateEjj | Allocate | inline=NO
804fed4 | 804fee7 | _ZNK4llvm18StringMapEntryBase12getKeyLengthEv | getKeyLength | inline=NO
80563e0 | 80563f7 | _ZN4llvm18StringMapEntryBaseC2Ej | StringMapEntryBase | inline=NO
804fc20 | 804fc8e | _ZNK4llvm9StringRef6substrEjj | substr | inline=NO
804fb52 | 804fb66 | _ZNK4llvm9StringRef4sizeEv | size | inline=NO
804fb3e | 804fb51 | _ZNK4llvm9StringRef4dataEv | data | inline=NO
80fdb94 | 80fdbaf | _ZNK4llvm9StringRef3endEv | end | inline=NO
80fdb80 | 80fdb93 | _ZNK4llvm9StringRef5beginEv | begin | inline=NO
804fadc | 804fafc | _ZN4llvm9StringRefC2EPKcj | StringRef | inline=NO
804faa0 | 804fadb | _ZN4llvm9StringRefC2EPKc | StringRef | inline=NO
804fa79 | 804fa9e | _ZN4llvm9StringRef6strLenEPKc | strLen | inline=NO
804f94e | 804f95f | _ZnwjPv | operator new | inline=NO
817e606 | 817e63d | _ZN4llvm11SlotTrackerD0Ev | ~SlotTracker | inline=NO
817e52c | 817e605 | _ZN4llvm11SlotTrackerD2Ev | ~SlotTracker | inline=NO
809fab2 | 809fae6 | _ZN4llvm18raw_string_ostreamD0Ev | ~raw_string_ostream | inline=NO
809fa7c | 809fab1 | _ZN4llvm18raw_string_ostreamD2Ev | ~raw_string_ostream | inline=NO
817e4da | 817e52a | _ZNSt11__copy_moveILb1ELb1ESt26random_access_iterator_tagE8__copy_mIPKN4llvm6ComdatEEEPT_PKS7_SA_S8_ | __copy_m<const llvm::Comdat*> | inline=NO
817e4b4 | 817e4d9 | _ZSt14__copy_move_a2ILb1EPPKN4llvm6ComdatES4_ET1_T0_S6_S5_ | __copy_move_a2<true, const llvm::Comdat**, const llvm::Comdat**> | inline=NO
817e4a0 | 817e4b3 | _ZNKSt13move_iteratorIPSt4pairIPKN4llvm5ValueESt6vectorIjSaIjEEEE4baseEv | base | inline=NO
817e44d | 817e49e | _ZNSt20__copy_move_backwardILb1ELb0ESt26random_access_iterator_tagE13__copy_move_bIPSt4pairIPKN4llvm3UseEjES9_EET0_T_SB_SA_ | __copy_move_b<std::pair<const llvm::Use*, unsigned int>*, std::pair<const llvm::Use*, unsigned int>*> | inline=NO
817e3fc | 817e44c | _ZSt4swapIPKN4llvm3UseEENSt9enable_ifIXsrSt6__and_IJSt6__not_ISt15__is_tuple_likeIT_EESt21is_move_constructibleIS8_ESt18is_move_assignableIS8_EEE5valueEvE4typeERS8_SI_ | swap<const llvm::Use*> | inline=NO
81588ba | 81588e0 | operator()<std::pair<const llvm::Use*, unsigned int>*, std::pair<const llvm::Use*, unsigned int> > | operator()<std::pair<const llvm::Use*, unsigned int>*, std::pair<const llvm::Use*, unsigned int> > | inline=NO
817e3e8 | 817e3fb | _ZNKSt13move_iteratorIPSt4pairIPKN4llvm5ValueEjEE4baseEv | base | inline=NO
817e3d4 | 817e3e7 | _ZNKSt13move_iteratorIPSt4pairIjPKN4llvm6MDNodeEEE4baseEv | base | inline=NO
817e3c2 | 817e3d3 | _ZSt12__niter_wrapIPPKN4llvm6ComdatEET_RKS5_S5_ | __niter_wrap<const llvm::Comdat**> | inline=NO
817e39c | 817e3c1 | _ZSt14__copy_move_a1ILb1EPPKN4llvm6ComdatES4_ET1_T0_S6_S5_ | __copy_move_a1<true, const llvm::Comdat**, const llvm::Comdat**> | inline=NO
817e38a | 817e39b | _ZSt12__miter_baseIPPKN4llvm6ComdatEET_S5_ | __miter_base<const llvm::Comdat**> | inline=NO
817e376 | 817e389 | _ZNKSt13move_iteratorIPPKN4llvm6ComdatEE4baseEv | base | inline=NO
817e33c | 817e374 | _ZSteqIPSt4pairIPKN4llvm5ValueESt6vectorIjSaIjEEEEbRKSt13move_iteratorIT_ESE_ | operator==<std::pair<const llvm::Value*, std::vector<unsigned int, std::allocator<unsigned int> > >*> | inline=NO
817e32c | 817e33b | _ZN9__gnu_cxx13new_allocatorISt4pairIPKN4llvm5ValueESt6vectorIjSaIjEEEEC2ERKSA_ | new_allocator | inline=NO
817e305 | 817e32a | _ZSt23__copy_move_backward_a2ILb1EPSt4pairIPKN4llvm3UseEjES6_ET1_T0_S8_S7_ | __copy_move_backward_a2<true, std::pair<const llvm::Use*, unsigned int>*, std::pair<const llvm::Use*, unsigned int>*> | inline=NO
817e2c6 | 817e304 | _ZNSt4pairIPKN4llvm3UseEjE4swapERS4_ | swap | inline=NO
81587d7 | 81588b9 | __push_heap<std::pair<const llvm::Use*, unsigned int>*, int, std::pair<const llvm::Use*, unsigned int>, __gnu_cxx::__ops::_Iter_comp_val<predictValueUseListOrder(const llvm::Value*, unsigned int, const OrderMap&)::<lambda(const Entry&, const Entry&)> > > | __push_heap<std::pair<const llvm::Use*, unsigned int>*, int, std::pair<const llvm::Use*, unsigned int>, __gnu_cxx::__ops::_Iter_comp_val<predictValueUseListOrder(const llvm::Value*, unsigned int, const OrderMap&)::<lambda(const Entry&, const Entry&)> > > | inline=NO
81587a8 | 81587d6 | _Iter_comp_val | _Iter_comp_val | inline=NO
817e28d | 817e2c5 | _ZSteqIPSt4pairIPKN4llvm5ValueEjEEbRKSt13move_iteratorIT_ESB_ | operator==<std::pair<const llvm::Value*, unsigned int>*> | inline=NO
817e26d | 817e28c | _ZSt12__get_helperILj0ERKyJEERT0_RSt11_Tuple_implIXT_EJS2_DpT1_EE | __get_helper<0, long long unsigned int const&> | inline=NO
817e234 | 817e26c | _ZSteqIPSt4pairIjPKN4llvm6MDNodeEEEbRKSt13move_iteratorIT_ESB_ | operator==<std::pair<unsigned int, const llvm::MDNode*>*> | inline=NO
817e220 | 817e233 | _ZNKSt13move_iteratorIPSt4pairIjNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEEE4baseEv | base | inline=NO
817e20c | 817e21f | _ZNKSt13move_iteratorIPSt4pairIN4llvm12AttributeSetEjEE4baseEv | base | inline=NO
817e1fc | 817e20b | _ZN9__gnu_cxx13new_allocatorISt4pairIN4llvm12AttributeSetEjEE7destroyIS4_EEvPT_ | destroy<std::pair<llvm::AttributeSet, unsigned int> > | inline=NO
817e1b8 | 817e1fb | _ZN9__gnu_cxx13new_allocatorISt4pairIN4llvm12AttributeSetEjEE9constructIS4_JS4_EEEvPT_DpOT0_ | construct<std::pair<llvm::AttributeSet, unsigned int>, std::pair<llvm::AttributeSet, unsigned int> > | inline=NO
817e1a4 | 817e1b7 | _ZNKSt13move_iteratorIPSt4pairINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt5arrayIjLj5EEEE4baseEv | base | inline=NO
817e182 | 817e1a2 | _ZN9__gnu_cxx13new_allocatorISt4pairINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt5arrayIjLj5EEEE7destroyISA_EEvPT_ | destroy<std::pair<std::__cxx11::basic_string<char>, std::array<unsigned int, 5> > > | inline=NO
